event_candidate_id,event_id,story_id,story_name,global_sent_id,sent_id,sentence,predicate_raw,predicate,predicate_normalized,normalized_predicate,predicate_index,predicate_pos,predicate_semantic_class,event_content_class_l1,event_content_class_l2,event_semantic_value,event_acceptance_tier,event_acceptance_reason,semantic_mapping_source,semantic_mapping_confidence,behavior_evidence_count,compound_group_id,compound_type,merged_token_indices,serial_verb_group_id,serial_relation_candidate,subject_text,object_text,time_text,location_text,instrument_text,goal_text,modal_marker,is_modal_only,negation_marker,negated,is_negation_only,causative_marker,causer_text,causee_text,embedded_predicate,is_copula_light,is_directional_fragment,is_attribute_non_event,is_causative_marker_only,event_assertion,state_change_applicable,participant_state_polarity,event_state_polarity,state_target_slot,state_trigger,state_scope_text,state_confidence,predicate_validity_score,argument_completeness_score,boundary_reliability_score,semantic_specificity_score,state_evidence_score,event_confidence,event_check_level,accept_decision,rejection_reason,penalty_reasons,srl_args_json,dep_evidence_json,quality_flags,v1_baseline_reference
EC0015950,EV2_0002892,F0126,盘古开天,3243,11,大圆球太坚固了，盘古累得满头大汗。,累,累,累,累,7,v,损伤/负向变化,STATE_CHANGE,NEGATIVE_CHANGE,schema_valuable,A_SEMANTIC_CHANGE,STATE_CHANGE:boundary_reliable,semantic_class_rule,0.65,3,,,7,,0,盘古,,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,yes,negative,negative,SUBJ,累,盘古累得满头大汗,0.8,0.9,0.7,0.9,0.9,0.8,0.845,high,accepted,,,[],"{""children"":[{""index"":6,""word"":""盘古"",""label"":""SBV""},{""index"":8,""word"":""得"",""label"":""RAD""},{""index"":9,""word"":""满头大汗"",""label"":""CMP""}]}",,03_event_candidates_formal.csv
EC0015951,EV2_0002893,F0126,盘古开天,3244,12,不知道过了多少天，大圆球终于被砍出了一条小裂缝，有一道亮光从缝隙射进来。,知道,知道,知道,知道,1,v,感知/寻找/识别,PERCEPTION_DISCOVERY,PERCEPTION_OR_SEARCH,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light,semantic_class_rule,0.65,3,,,1,,0,,过了多少天,,,,,,0,不,1,0,,,,,0,0,0,0,negated,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""ARGM-ADV"",""不"",0,0],[""A1"",""过了多少天"",2,5]]","{""children"":[{""index"":0,""word"":""不"",""label"":""ADV""},{""index"":2,""word"":""过"",""label"":""CMP""},{""index"":6,""word"":""，"",""label"":""WP""},{""index"":11,""word"":""砍"",""label"":""COO""},{""index"":27,""word"":""。"",""label"":""WP""}]}",,03_event_candidates_formal.csv
EC0015953,EV2_0002894,F0126,盘古开天,3244,12,不知道过了多少天，大圆球终于被砍出了一条小裂缝，有一道亮光从缝隙射进来。,砍,砍,砍,砍,11,v,攻击/致害,PHYSICAL_ACTION,HARMFUL_ACTION,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light,semantic_class_rule,0.65,3,,,11,,0,,大圆球,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""A1"",""大圆球"",7,8],[""ARGM-ADV"",""终于"",9,9]]","{""children"":[{""index"":8,""word"":""圆球"",""label"":""FOB""},{""index"":9,""word"":""终于"",""label"":""ADV""},{""index"":10,""word"":""被"",""label"":""ADV""},{""index"":12,""word"":""出"",""label"":""CMP""},{""index"":17,""word"":""裂缝"",""label"":""VOB""},{""index"":18,""word"":""，"",""label"":""WP""},{""index"":19,""word"":""有"",""label"":""COO""}]}",,03_event_candidates_formal.csv
EC0015958,EV2_0002895,F0126,盘古开天,3245,13,盘古高兴极了！,高兴,高兴,高兴,高兴,1,a,正向变化/改善,STATE_CHANGE,POSITIVE_CHANGE,schema_valuable,A_SEMANTIC_CHANGE,STATE_CHANGE:boundary_reliable,semantic_class_rule,0.65,3,,,1,,0,盘古,,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,yes,positive,positive,SUBJ,高兴,盘古高兴极了,0.8,0.9,0.7,0.9,0.9,0.8,0.845,high,accepted,,,"[[""A0"",""盘古"",0,0],[""ARGM-ADV"",""极了"",2,2]]","{""children"":[{""index"":0,""word"":""盘古"",""label"":""SBV""},{""index"":2,""word"":""极了"",""label"":""CMP""},{""index"":3,""word"":""！"",""label"":""WP""}]}",,03_event_candidates_formal.csv
EC0015959,EV2_0002896,F0126,盘古开天,3246,14,盘古用手抓住裂缝两边用力地撕，把大黑球撕成了两半。,抓住,抓住,抓住,抓住,3,v,获取/占有,TRANSFER_POSSESSION,GAIN_OR_HOLD,schema_valuable,A_SEMANTIC_CHANGE,TRANSFER_POSSESSION:boundary_reliable,semantic_class_rule,0.65,5,CG0004_抓住,result_complement,3,,0,盘古,裂缝两边,,,用手,,,0,,0,0,,,,,0,0,0,0,affirmed,yes,neutral,neutral,OBJ,抓住,用手抓住裂缝两边,0.6,0.9,0.9,0.9,0.9,0.6,0.855,high,accepted,,,"[[""A0"",""盘古"",0,0],[""ARGM-MNR"",""用手"",1,2],[""A1"",""裂缝两边"",4,5]]","{""children"":[{""index"":0,""word"":""盘古"",""label"":""SBV""},{""index"":1,""word"":""用"",""label"":""ADV""},{""index"":8,""word"":""撕"",""label"":""COO""},{""index"":9,""word"":""，"",""label"":""WP""},{""index"":13,""word"":""撕"",""label"":""COO""},{""index"":17,""word"":""。"",""label"":""WP""}]}",,03_event_candidates_formal.csv
EC0015969,EV2_0002897,F0126,盘古开天,3249,17,盘古看到周围变了样，非常开心，他快乐得跳起舞来。,开心,开心,开心,开心,8,a,正向变化/改善,STATE_CHANGE,POSITIVE_CHANGE,schema_valuable,A_SEMANTIC_CHANGE,STATE_CHANGE:boundary_reliable,semantic_class_rule,0.65,2,,,8,,0,,,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,yes,positive,positive,unknown,开心,非常开心,0.8,0.9,0.35,0.9,0.9,0.8,0.775,high,accepted,,,"[[""ARGM-ADV"",""非常"",7,7]]","{""children"":[{""index"":7,""word"":""非常"",""label"":""ADV""}]}",,03_event_candidates_formal.csv
EC0015970,EV2_0002898,F0126,盘古开天,3249,17,盘古看到周围变了样，非常开心，他快乐得跳起舞来。,快乐,快乐,快乐,快乐,11,a,正向变化/改善,STATE_CHANGE,POSITIVE_CHANGE,schema_valuable,A_SEMANTIC_CHANGE,STATE_CHANGE:boundary_reliable,semantic_class_rule,0.65,3,,,11,,0,他,,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,yes,positive,positive,SUBJ,快乐,他快乐得跳,0.8,0.9,0.7,0.9,0.9,0.8,0.845,high,accepted,,,"[[""A0"",""他"",10,10]]","{""children"":[{""index"":10,""word"":""他"",""label"":""SBV""},{""index"":12,""word"":""得"",""label"":""RAD""}]}",,03_event_candidates_formal.csv
EC0015971,EV2_0002899,F0126,盘古开天,3249,17,盘古看到周围变了样，非常开心，他快乐得跳起舞来。,跳,跳,跳,跳,13,v,空间移动,MOTION_LOCATION,MOVEMENT,schema_valuable,A_SEMANTIC_CHANGE,MOTION_LOCATION:boundary_reliable,semantic_class_rule,0.65,3,,,13,,0,,舞,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""A1"",""舞"",15,15]]","{""children"":[{""index"":14,""word"":""起"",""label"":""CMP""},{""index"":15,""word"":""舞"",""label"":""VOB""},{""index"":16,""word"":""来"",""label"":""RAD""}]}",,03_event_candidates_formal.csv
EC0015978,EV2_0002900,F0126,盘古开天,3251,19,盘古可不想再回到那个黑漆漆的世界里，他灵机一动，想出了一个好办法。,想,想,想,想,3,v,认知/决策,COGNITION_INTENTION,COGNITION_OR_DECISION,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light；high_event_confidence,semantic_class_rule,0.65,4,,,3,,0,盘古,再回到那个黑漆漆的世界里,,,,,,0,不,1,0,,,,,0,0,0,0,negated,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""A1"",""再回到那个黑漆漆的世界里"",4,10]]","{""children"":[{""index"":0,""word"":""盘古"",""label"":""SBV""},{""index"":1,""word"":""可"",""label"":""ADV""},{""index"":2,""word"":""不"",""label"":""ADV""},{""index"":5,""word"":""回到"",""label"":""VOB""},{""index"":15,""word"":""动"",""label"":""COO""},{""index"":23,""word"":""。"",""label"":""WP""}]}",,03_event_candidates_formal.csv
EC0015979,EV2_0002901,F0126,盘古开天,3251,19,盘古可不想再回到那个黑漆漆的世界里，他灵机一动，想出了一个好办法。,回到,回到,回到,回到,5,v,空间移动,MOTION_LOCATION,MOVEMENT,schema_valuable,A_SEMANTIC_CHANGE,MOTION_LOCATION:boundary_reliable,semantic_class_rule,0.65,4,CG0006_回到,directional_complement,5,,0,,那个黑漆漆的世界里,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""ARGM-ADV"",""再"",4,4],[""A1"",""那个黑漆漆的世界里"",6,10]]","{""children"":[{""index"":4,""word"":""再"",""label"":""ADV""},{""index"":10,""word"":""里"",""label"":""VOB""},{""index"":11,""word"":""，"",""label"":""WP""}]}",,03_event_candidates_formal.csv
EC0015981,EV2_0002902,F0126,盘古开天,3251,19,盘古可不想再回到那个黑漆漆的世界里，他灵机一动，想出了一个好办法。,想,想,想,想,17,v,认知/决策,COGNITION_INTENTION,COGNITION_OR_DECISION,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light；high_event_confidence,semantic_class_rule,0.65,4,,,17,,0,他,一个好办法,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""A0"",""他"",12,12],[""A1"",""一个好办法"",20,22]]","{""children"":[{""index"":18,""word"":""出"",""label"":""CMP""},{""index"":19,""word"":""了"",""label"":""RAD""},{""index"":22,""word"":""办法"",""label"":""VOB""}]}",,03_event_candidates_formal.csv
EC0015983,EV2_0002903,F0126,盘古开天,3251,19,盘古可不想再回到那个黑漆漆的世界里，他灵机一动，想出了一个好办法。,好,好,好,好,21,a,正向变化/改善,STATE_CHANGE,POSITIVE_CHANGE,schema_valuable,A_SEMANTIC_CHANGE,STATE_CHANGE:boundary_reliable,semantic_class_rule,0.65,2,,,21,,0,,,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,yes,positive,positive,unknown,好,了一个好办法,0.8,0.9,0.35,0.9,0.9,0.8,0.775,high,accepted,,,[],"{""children"":[]}",,03_event_candidates_formal.csv
EC0015992,EV2_0002904,F0126,盘古开天,3254,22,可是，他刚把手拿开，只听“咔”的一声，天和地又开始往一起合。,拿,拿,拿,拿,6,v,获取/占有,TRANSFER_POSSESSION,GAIN_OR_HOLD,schema_valuable,A_SEMANTIC_CHANGE,TRANSFER_POSSESSION:boundary_reliable,semantic_class_rule,0.65,4,,,6,,0,他,手,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""A0"",""他"",2,2],[""ARGM-ADV"",""刚"",3,3],[""A1"",""手"",5,5]]","{""children"":[{""index"":0,""word"":""可是"",""label"":""ADV""},{""index"":2,""word"":""他"",""label"":""SBV""},{""index"":3,""word"":""刚"",""label"":""ADV""},{""index"":4,""word"":""把"",""label"":""ADV""},{""index"":7,""word"":""开"",""label"":""CMP""},{""index"":8,""word"":""，"",""label"":""WP""},{""index"":10,""word"":""听"",""label"":""COO""},{""index"":17,""word"":""，"",""label"":""WP""},{""index"":22,""word"":""开始"",""label"":""COO""},{""index"":25,""word"":""合"",""label"":""COO""},{""index"":26,""word"":""。"",""label"":""WP""}]}",dialogue_or_quote,03_event_candidates_formal.csv
EC0015994,EV2_0002905,F0126,盘古开天,3254,22,可是，他刚把手拿开，只听“咔”的一声，天和地又开始往一起合。,听,听,听,听,10,v,感知/寻找/识别,PERCEPTION_DISCOVERY,PERCEPTION_OR_SEARCH,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light；high_event_confidence,semantic_class_rule,0.65,4,,,10,,0,他,“咔”的一声,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""A0"",""他"",2,2],[""ARGM-ADV"",""只"",9,9],[""A1"",""“咔”的一声"",11,16]]","{""children"":[{""index"":9,""word"":""只"",""label"":""ADV""},{""index"":16,""word"":""声"",""label"":""VOB""}]}",dialogue_or_quote,03_event_candidates_formal.csv
EC0016022,EV2_0002906,F0126,盘古开天,3261,29,盘古实在太累了，他睡了一年又一年。,累,累,累,累,2,a,损伤/负向变化,STATE_CHANGE,NEGATIVE_CHANGE,schema_valuable,A_SEMANTIC_CHANGE,STATE_CHANGE:boundary_reliable,semantic_class_rule,0.65,3,,,2,,0,盘古实在,,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,yes,negative,negative,SUBJ,累,盘古实在太累了,0.8,0.9,0.7,0.9,0.9,0.8,0.845,high,accepted,,,"[[""A0"",""盘古实在"",0,0],[""ARGM-ADV"",""太"",1,1]]","{""children"":[{""index"":0,""word"":""盘古实在"",""label"":""SBV""},{""index"":1,""word"":""太"",""label"":""ADV""},{""index"":3,""word"":""了"",""label"":""RAD""},{""index"":4,""word"":""，"",""label"":""WP""},{""index"":6,""word"":""睡"",""label"":""COO""},{""index"":13,""word"":""。"",""label"":""WP""}]}",,03_event_candidates_formal.csv
EC0016027,EV2_0002907,F0126,盘古开天,3263,31,他呼出的气飞上了天空，变成一朵朵白云和一阵阵微风，他的呼噜声变成了轰隆隆的雷声。,飞,飞,飞,飞,5,v,空间移动,MOTION_LOCATION,MOVEMENT,schema_valuable,A_SEMANTIC_CHANGE,MOTION_LOCATION:boundary_reliable,semantic_class_rule,0.65,4,,,5,,0,他呼出的气,天空,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""A0"",""他呼出的气"",0,4],[""A1"",""天空"",8,8]]","{""children"":[{""index"":4,""word"":""气"",""label"":""SBV""},{""index"":6,""word"":""上"",""label"":""CMP""},{""index"":9,""word"":""，"",""label"":""WP""},{""index"":10,""word"":""变成"",""label"":""COO""},{""index"":16,""word"":""，"",""label"":""WP""},{""index"":20,""word"":""变成"",""label"":""COO""},{""index"":25,""word"":""。"",""label"":""WP""}]}",,03_event_candidates_formal.csv
EC0016044,EV2_0002908,F0126,盘古开天,3269,37,盘古在睡梦里，开心地笑着。,开心,开心,开心,开心,5,a,正向变化/改善,STATE_CHANGE,POSITIVE_CHANGE,schema_valuable,A_SEMANTIC_CHANGE,STATE_CHANGE:boundary_reliable,semantic_class_rule,0.65,2,,,5,,0,,,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,yes,positive,positive,unknown,开心,开心地笑,0.8,0.9,0.35,0.9,0.9,0.8,0.775,high,accepted,,,[],"{""children"":[{""index"":6,""word"":""地"",""label"":""RAD""}]}",,03_event_candidates_formal.csv
EC0016045,EV2_0002909,F0126,盘古开天,3269,37,盘古在睡梦里，开心地笑着。,笑,笑,笑,笑,7,v,交流表达,COMMUNICATION,SPEECH,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；predicate_not_light,semantic_class_rule,0.65,2,,,7,,0,盘古,,,在睡梦里,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""A0"",""盘古"",0,0],[""ARGM-LOC"",""在睡梦里"",1,3],[""ARGM-ADV"",""开心地"",5,6]]","{""children"":[{""index"":5,""word"":""开心"",""label"":""ADV""},{""index"":8,""word"":""着"",""label"":""RAD""}]}",,03_event_candidates_formal.csv
EC0016051,EV2_0002910,F0127,"成功,就是不放弃",3271,2,为了能读书，她6岁起就开始帮父母干活。,帮,帮,帮,帮,10,v,资源转移/施助动作,SOCIAL_INTERACTION,ASSISTANCE,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light；high_event_confidence,semantic_class_rule,0.65,4,,,10,,0,她,父母,6岁起,,,干活,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""A0"",""她"",4,4],[""ARGM-TMP"",""6岁起"",5,7],[""ARGM-ADV"",""就"",8,8],[""A1"",""父母"",11,11],[""A2"",""干活"",12,12]]","{""children"":[{""index"":11,""word"":""父母"",""label"":""DBL""},{""index"":12,""word"":""干活"",""label"":""VOB""}]}",,03_event_candidates_formal.csv
EC0016057,EV2_0002911,F0127,"成功,就是不放弃",3272,3,到了卖柑橘的季节，她常常凌晨两三点钟就得起床，走十多里的山路，帮母亲把柑橘背到街上，然后再赶到学校上课。,走,走,走,走,15,v,空间移动,MOTION_LOCATION,MOVEMENT,schema_valuable,A_SEMANTIC_CHANGE,MOTION_LOCATION:boundary_reliable,semantic_class_rule,0.65,4,,,15,,0,她,十多里的山路,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""A0"",""她"",7,7],[""A1"",""十多里的山路"",16,20]]","{""children"":[{""index"":20,""word"":""山路"",""label"":""VOB""}]}",,03_event_candidates_formal.csv
EC0016058,EV2_0002912,F0127,"成功,就是不放弃",3272,3,到了卖柑橘的季节，她常常凌晨两三点钟就得起床，走十多里的山路，帮母亲把柑橘背到街上，然后再赶到学校上课。,帮,帮,帮,帮,22,v,资源转移/施助动作,SOCIAL_INTERACTION,ASSISTANCE,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light,semantic_class_rule,0.65,3,,,22,,0,,母亲,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""A1"",""母亲"",23,23]]","{""children"":[{""index"":23,""word"":""母亲"",""label"":""DBL""},{""index"":26,""word"":""背"",""label"":""VOB""}]}",,03_event_candidates_formal.csv
EC0016067,EV2_0002913,F0127,"成功,就是不放弃",3274,5,母亲说，我的这个娃儿几乎是饿大的，不是喂大的，命苦。,说,说,说,说,1,v,交流表达,COMMUNICATION,SPEECH,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light；high_event_confidence,semantic_class_rule,0.65,4,,,1,,0,母亲,我的这个娃儿几乎是饿大的，不是喂大的，命苦,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""A0"",""母亲"",0,0],[""A1"",""我的这个娃儿几乎是饿大的，不是喂大的，命苦"",3,19]]","{""children"":[{""index"":0,""word"":""母亲"",""label"":""SBV""},{""index"":2,""word"":""，"",""label"":""WP""},{""index"":8,""word"":""是"",""label"":""VOB""},{""index"":20,""word"":""。"",""label"":""WP""}]}",,03_event_candidates_formal.csv
EC0016069,EV2_0002914,F0127,"成功,就是不放弃",3274,5,母亲说，我的这个娃儿几乎是饿大的，不是喂大的，命苦。,饿,饿,饿,饿,9,a,损伤/负向变化,STATE_CHANGE,NEGATIVE_CHANGE,schema_valuable,A_SEMANTIC_CHANGE,STATE_CHANGE:boundary_reliable,semantic_class_rule,0.65,3,,,9,,0,我的这个娃儿,,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,yes,negative,negative,SUBJ,饿,几乎是饿大的,0.8,0.9,0.7,0.9,0.9,0.8,0.845,high,accepted,,,"[[""A0"",""我的这个娃儿"",3,6],[""ARGM-ADV"",""几乎"",7,7]]","{""children"":[{""index"":10,""word"":""大"",""label"":""CMP""},{""index"":11,""word"":""的"",""label"":""RAD""}]}",,03_event_candidates_formal.csv
EC0016085,EV2_0002915,F0127,"成功,就是不放弃",3275,6,为了改变命运，她做过建筑工人，摆过地摊，卖过小火锅，承包荒山种苦竹，养鸡、养猪…她尝试过几十个项目，但都以失败告终，连她自己也记不清到底经历过多少次失败。,失败,失败,失败,失败,38,v,损伤/负向变化,STATE_CHANGE,NEGATIVE_CHANGE,schema_valuable,A_SEMANTIC_CHANGE,STATE_CHANGE:boundary_reliable,semantic_class_rule,0.65,2,,,38,,0,,,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,yes,negative,negative,unknown,失败,都以失败告终,0.8,0.9,0.35,0.9,0.9,0.8,0.775,high,accepted,,,[],"{""children"":[]}",,03_event_candidates_formal.csv
EC0016088,EV2_0002916,F0127,"成功,就是不放弃",3275,6,为了改变命运，她做过建筑工人，摆过地摊，卖过小火锅，承包荒山种苦竹，养鸡、养猪…她尝试过几十个项目，但都以失败告终，连她自己也记不清到底经历过多少次失败。,失败,失败,失败,失败,50,v,损伤/负向变化,STATE_CHANGE,NEGATIVE_CHANGE,schema_valuable,A_SEMANTIC_CHANGE,STATE_CHANGE:boundary_reliable,semantic_class_rule,0.65,2,,,50,,0,,,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,yes,negative,negative,unknown,失败,过多少次失败,0.8,0.9,0.35,0.9,0.9,0.8,0.775,high,accepted,,,[],"{""children"":[{""index"":49,""word"":""多少次"",""label"":""ATT""}]}",,03_event_candidates_formal.csv
EC0016094,EV2_0002917,F0127,"成功,就是不放弃",3277,8,”每次失败，她都这样鼓励自己。,失败,失败,失败,失败,2,v,损伤/负向变化,STATE_CHANGE,NEGATIVE_CHANGE,schema_valuable,A_SEMANTIC_CHANGE,STATE_CHANGE:boundary_reliable,semantic_class_rule,0.65,2,,,2,,0,,,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,yes,negative,negative,unknown,失败,每次失败,0.8,0.9,0.35,0.9,0.9,0.8,0.775,high,accepted,,,[],"{""children"":[{""index"":0,""word"":""”"",""label"":""WP""},{""index"":1,""word"":""每次"",""label"":""ADV""},{""index"":3,""word"":""，"",""label"":""WP""},{""index"":7,""word"":""鼓励"",""label"":""COO""},{""index"":9,""word"":""。"",""label"":""WP""}]}",dialogue_or_quote,03_event_candidates_formal.csv
EC0016098,EV2_0002918,F0127,"成功,就是不放弃",3278,9,直到有一天，一个偶然的机会，她吃到了一种口感特别的蔬菜，这让她预感到她的命运有了转机。,吃,吃,吃,吃,11,v,进食/消耗,PHYSICAL_ACTION,CONSUMPTION,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light；high_event_confidence,semantic_class_rule,0.65,4,,,11,,0,她,一种口感特别的蔬菜,直到有一天,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""ARGM-TMP"",""直到有一天"",0,3],[""A0"",""她"",10,10],[""A1"",""一种口感特别的蔬菜"",14,19]]","{""children"":[{""index"":0,""word"":""直到"",""label"":""ADV""},{""index"":1,""word"":""有"",""label"":""ADV""},{""index"":10,""word"":""她"",""label"":""SBV""},{""index"":12,""word"":""到"",""label"":""CMP""},{""index"":19,""word"":""蔬菜"",""label"":""VOB""},{""index"":20,""word"":""，"",""label"":""WP""},{""index"":22,""word"":""让"",""label"":""COO""},{""index"":31,""word"":""。"",""label"":""WP""}]}",,03_event_candidates_formal.csv
EC0016104,EV2_0002919,F0127,"成功,就是不放弃",3279,10,那是她的家乡四川宜宾极为常见的一种蔬菜，叫大头菜，是芥菜的一种。,叫,叫,叫,叫,14,v,交流表达,COMMUNICATION,SPEECH,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light,semantic_class_rule,0.65,3,,,14,,0,,大头菜,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""A1"",""大头菜"",15,15]]","{""children"":[{""index"":15,""word"":""大头菜"",""label"":""VOB""}]}",,03_event_candidates_formal.csv
EC0016106,EV2_0002920,F0127,"成功,就是不放弃",3280,11,不过她吃到的是一个叫陈家华的朋友用祖传的手艺腌制的，味道非常独特，兼具麻辣咸香脆的特点，但又不像传统的腌制大头菜那么咸，甚至可以当零食吃。,吃,吃,吃,吃,2,v,进食/消耗,PHYSICAL_ACTION,CONSUMPTION,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；predicate_not_light,semantic_class_rule,0.65,2,,,2,,0,她,,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.7,0.9,0.9,0.0,0.725,medium,accepted,,,"[[""A0"",""她"",1,1]]","{""children"":[{""index"":1,""word"":""她"",""label"":""SBV""},{""index"":3,""word"":""到"",""label"":""CMP""},{""index"":4,""word"":""的"",""label"":""RAD""}]}",,03_event_candidates_formal.csv
EC0016109,EV2_0002921,F0127,"成功,就是不放弃",3280,11,不过她吃到的是一个叫陈家华的朋友用祖传的手艺腌制的，味道非常独特，兼具麻辣咸香脆的特点，但又不像传统的腌制大头菜那么咸，甚至可以当零食吃。,叫,叫,叫,叫,7,v,交流表达,COMMUNICATION,SPEECH,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light；high_event_confidence,semantic_class_rule,0.65,4,,,7,,0,朋友,陈家华,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""A0"",""朋友"",10,10]]","{""children"":[{""index"":8,""word"":""陈家华"",""label"":""VOB""},{""index"":9,""word"":""的"",""label"":""RAD""}]}",,03_event_candidates_formal.csv
EC0016120,EV2_0002922,F0127,"成功,就是不放弃",3281,12,她想，如果能把它开发成产品，一定会有很多人像自己一样喜欢吃。,想,想,想,想,1,v,认知/决策,COGNITION_INTENTION,COGNITION_OR_DECISION,schema_valuable,B_SCHEMA_VALUABLE_ACTION,has_core_participant；has_meaningful_object；predicate_not_light；high_event_confidence,semantic_class_rule,0.65,4,,,1,,0,她,如果能把它开发成产品，一定会有很多人像自己一样喜欢吃,,,,,,0,,0,0,,,,,0,0,0,0,affirmed,no,not_applicable,not_applicable,not_applicable,,,0.0,0.9,0.9,0.9,0.9,0.0,0.765,high,accepted,,,"[[""A0"",""她"",0,0],[""A1"",""如果能把它开发成产品，一定会有很多人像自己一样喜欢吃"",3,20]]","{""children"":[{""index"":0,""word"":""她"",""label"":""SBV""},{""index"":2,""word"":""，"",""label"":""WP""},{""index"":7,""word"":""开发"",""label"":""VOB""},{""index"":21,""word"":""。"",""label"":""WP""}]}",,03_event_candidates_formal.csv
