pair_id,story_id,event1_id,event2_id,weak_label,weak_label_source,weak_label_confidence,sentence_context
PV3_0001501,F0082,EV2_0001921,EV2_0001922,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,随着时间一天一天地过去，女儿长大了，不仅相貌漂亮，而且知书达理，落落大方，成了朝野皆知的绝代佳人。 渐渐地，女儿到了谈婚论嫁的年龄，可把齐景公愁坏了。
PV3_0001504,F0082,EV2_0001926,EV2_0001927,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,但是当时有个规矩，就是诸侯之女嫁给诸侯之子，可景公担心把女儿嫁到别的国家去，父女就再难见面了，而且一旦两国交战，女儿的处境就更难了，他放弃了这种想法。 他又打算把女儿下嫁给国内的臣民，这样是离女儿近一些，可以常见到女儿。
PV3_0001519,F0083,EV2_0001949,EV2_0001950,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,最后我哭着跑出家门，不知不觉我来到了公园，心里的委屈和憋闷让我感到绝望，忍不住躲在无人的角落里痛哭失声。
PV3_0001525,F0083,EV2_0001961,EV2_0001963,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,我哭的这么悲伤，他们还在我面前说着风凉话，真可恶。
PV3_0001526,F0083,EV2_0001962,EV2_0001963,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,我哭的这么悲伤，他们还在我面前说着风凉话，真可恶。
PV3_0001527,F0083,EV2_0001967,EV2_0001968,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,” “那个瓶子里装的都是小纸条，是把我和你生气的事写下来了，写好了我就赶紧把纸条丢进大瓶子里盖上盖。
PV3_0001528,F0083,EV2_0001967,EV2_0001969,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,” “那个瓶子里装的都是小纸条，是把我和你生气的事写下来了，写好了我就赶紧把纸条丢进大瓶子里盖上盖。
PV3_0001529,F0083,EV2_0001968,EV2_0001969,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,” “那个瓶子里装的都是小纸条，是把我和你生气的事写下来了，写好了我就赶紧把纸条丢进大瓶子里盖上盖。
PV3_0001537,F0083,EV2_0001956,EV2_0001958,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,” 我抬起头看见一对老夫妇手牵手站在我的面前，我没好气地说：“要你们多管闲事，我爱在那哭就在那哭。 ” “我猜准是小两口吵架了。
PV3_0001538,F0083,EV2_0001957,EV2_0001958,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,” 我抬起头看见一对老夫妇手牵手站在我的面前，我没好气地说：“要你们多管闲事，我爱在那哭就在那哭。 ” “我猜准是小两口吵架了。
PV3_0001540,F0083,EV2_0001961,EV2_0001964,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,我哭的这么悲伤，他们还在我面前说着风凉话，真可恶。 我不理他们继续哭我自己的，可耳边还是传来了他们的谈话声。
PV3_0001541,F0083,EV2_0001962,EV2_0001964,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,我哭的这么悲伤，他们还在我面前说着风凉话，真可恶。 我不理他们继续哭我自己的，可耳边还是传来了他们的谈话声。
PV3_0001636,F0086,EV2_0002067,EV2_0002068,NOT_TARGET,STRUCTURAL_HARD_NEGATIVE,0.55,临终，他向好朋友弹涂鱼倾诉了心事。 他说：“生不能再见公主一面，死了也得陪伴在她的身旁。
